date,start,end,n_alert_windows,peak_z,peak_time,peak_classes,share_multiclass,sigma_ratio,event,type
2012-02-03,15:11:00,15:15:00,5,4.639159094525612,15:11:00,2,0.4,0.48510166319445364,,compressed
2012-04-27,14:22:00,14:29:00,8,4.637269682123016,14:29:00,1,0.0,0.4748669183323641,,compressed
2011-12-07,13:57:00,14:07:00,11,4.635365253471308,14:05:00,1,0.09090909090909091,0.6468959388664366,,compressed
2016-01-27,14:02:00,14:06:00,4,4.633046709706146,14:03:00,2,1.0,2.701548238358625,,dispersed
2014-09-17,12:42:00,12:54:00,13,4.632357578454262,12:45:00,2,0.7692307692307693,0.5938362836503434,,compressed
2009-12-15,11:48:00,11:55:00,8,4.630783493368454,11:48:00,2,0.5,0.4694531384243289,,compressed
2008-03-06,12:55:00,12:55:00,1,4.629092952659359,12:55:00,2,1.0,0.6843047051606175,,mixed
2008-02-20,14:01:00,14:06:00,6,4.628381180991141,14:03:00,2,1.0,2.679649313008002,,dispersed
2018-06-06,13:34:00,13:50:00,17,4.610712200830975,13:49:00,2,1.0,0.8435023773035452,,mixed
2014-08-19,15:33:00,15:59:00,27,4.610508727091607,15:34:00,1,0.18518518518518517,0.4506469203257329,,compressed
2016-05-05,13:11:00,13:18:00,7,4.608991417704341,13:12:00,1,0.0,0.8123932646724327,,mixed
2011-02-08,14:27:00,14:29:00,3,4.606205762571573,14:28:00,3,1.0,0.5709691941297309,,compressed
2014-02-10,11:19:00,11:25:00,7,4.6060322644745515,11:21:00,2,0.7142857142857143,0.8229130947759625,,mixed
2008-06-26,14:45:00,14:51:00,7,4.605910286143651,14:46:00,1,0.0,1.361245549233399,,mixed
2010-03-02,13:50:00,14:01:00,12,4.604428221673097,13:53:00,3,1.0,0.45724207607280687,,compressed
2011-03-02,10:47:00,10:50:00,4,4.6037098854550935,10:47:00,2,1.0,1.1976470834054518,,mixed
2017-08-03,14:22:00,14:32:00,10,4.601157982212688,14:22:00,2,1.0,0.5720028612986884,,compressed
2014-02-05,13:35:00,13:43:00,6,4.6006999622475755,13:36:00,2,0.3333333333333333,0.6512286952069019,,compressed
2008-10-22,15:27:00,15:29:00,3,4.599269030328634,15:27:00,2,0.6666666666666666,1.0595888154066746,,mixed
2021-02-12,13:21:00,13:32:00,12,4.598796114229134,13:25:00,2,1.0,1.2507809326458958,,mixed
2021-04-05,13:42:00,13:44:00,3,4.595482865189227,13:42:00,2,0.3333333333333333,0.6346297912396415,,compressed
2010-05-28,12:39:00,13:01:00,18,4.594250860734097,12:47:00,1,0.2222222222222222,1.6319653593161236,,dispersed
2010-04-12,12:39:00,12:48:00,8,4.59374318855015,12:42:00,3,0.875,0.49276745631011953,,compressed
2012-02-13,14:08:00,14:09:00,2,4.592778688804972,14:08:00,2,1.0,0.4941048854348251,,compressed
2014-07-22,14:16:00,14:25:00,8,4.5891936134066995,14:23:00,2,0.875,0.5818939374399678,,compressed
2021-01-26,14:33:00,14:47:00,11,4.588684472206232,14:46:00,3,1.0,1.4772446352897728,,mixed
2019-11-27,12:13:00,12:14:00,2,4.58648424095955,12:14:00,2,1.0,0.5098443654827077,,compressed
2011-07-20,14:01:00,14:04:00,4,4.5856776682574685,14:04:00,1,0.0,0.4558062933358673,,compressed
2009-06-24,14:23:00,14:30:00,8,4.585639826377048,14:25:00,2,1.0,2.381326435204244,,dispersed
2020-12-21,15:35:00,15:38:00,4,4.583228798975513,15:36:00,1,0.0,1.2985702916186581,,mixed
2010-04-23,15:12:00,15:17:00,6,4.582278651788359,15:16:00,3,1.0,0.8541911939486584,,mixed
2015-10-22,11:11:00,11:17:00,3,4.578627116951132,11:11:00,1,0.0,1.0531307480574423,,mixed
2015-06-23,13:37:00,13:39:00,3,4.5755060817971485,13:38:00,1,0.0,0.4407633943925669,,compressed
2009-06-29,13:49:00,13:55:00,4,4.573694532307257,13:55:00,1,0.0,0.44620373418379167,,compressed
2016-09-12,13:15:00,13:23:00,9,4.565897251583086,13:18:00,2,1.0,3.0842617972605013,,dispersed
2009-10-01,10:00:00,10:03:00,4,4.563934088573687,10:02:00,2,1.0,3.111247451038769,,dispersed
2014-12-24,10:45:00,10:47:00,3,4.555027770497654,10:47:00,2,0.6666666666666666,0.36039626379261924,,compressed
2011-01-18,13:00:00,13:19:00,20,4.549733943430802,13:03:00,3,0.95,0.47458318003384437,,compressed
2008-12-16,14:21:00,14:24:00,4,4.547021906124343,14:22:00,2,1.0,1.1934757373539229,FOMC cuts to zero (ZIRP),mixed
2009-06-09,12:02:00,12:11:00,8,4.544959532994189,12:02:00,3,1.0,0.46163053741352705,,compressed
2012-04-17,11:57:00,12:15:00,19,4.540541079004788,11:58:00,1,0.5789473684210527,0.5464682991762297,,compressed
2015-07-28,14:06:00,14:10:00,5,4.538549428257331,14:08:00,3,0.4,0.7803866144883321,,mixed
2018-11-12,14:49:00,14:57:00,9,4.5374002830570825,14:55:00,3,0.5555555555555556,1.8153407275309952,,dispersed
2010-01-19,11:40:00,11:44:00,5,4.5361866831118896,11:44:00,3,1.0,0.5517806872231114,,compressed
2019-08-13,13:17:00,13:46:00,29,4.536135764017815,13:44:00,2,1.0,1.634991032818818,,dispersed
2021-04-16,12:31:00,12:35:00,5,4.534775059680889,12:32:00,1,0.0,0.7707748873544888,,mixed
2019-11-22,13:23:00,13:25:00,3,4.533257706540639,13:23:00,3,1.0,0.39228580824989007,,compressed
2018-12-13,13:45:00,13:54:00,9,4.530203685915527,13:51:00,2,1.0,0.897524917484836,,mixed
2018-07-25,15:36:00,15:41:00,6,4.516058638875536,15:37:00,3,1.0,2.1129748425190042,,dispersed
2009-08-07,14:05:00,14:23:00,17,4.5154164387599085,14:05:00,3,0.7647058823529411,0.445046828247995,,compressed
2010-10-29,13:55:00,14:21:00,27,4.514455044180675,13:57:00,3,1.0,0.5282629614390979,,compressed
2014-11-10,10:22:00,10:30:00,9,4.51352362327029,10:22:00,1,0.0,0.9025527953620655,,mixed
2012-08-29,14:33:00,14:34:00,2,4.512633251625124,14:33:00,2,1.0,0.447337678519992,,compressed
2011-04-21,12:52:00,12:57:00,6,4.507640017696382,12:54:00,2,0.16666666666666666,0.5086091396743859,,compressed
2013-11-15,13:28:00,13:34:00,7,4.506278451714367,13:29:00,1,0.14285714285714285,0.43791816277134776,,compressed
2011-12-23,14:22:00,15:13:00,48,4.506151390382723,14:50:00,2,0.041666666666666664,0.33307610529420645,,compressed
2015-04-13,14:51:00,14:59:00,9,4.502044126072245,14:54:00,2,1.0,1.7072705516337974,,dispersed
2020-09-14,14:41:00,14:43:00,3,4.501928201084323,14:41:00,2,1.0,0.7442944827600118,,mixed
2016-05-20,11:12:00,11:14:00,3,4.501902239762082,11:13:00,1,0.0,0.6718549460853634,,mixed
2010-01-27,14:12:00,14:23:00,11,4.5015849041291105,14:19:00,3,0.7272727272727273,1.7968636372006388,,dispersed
2017-11-21,15:00:00,15:15:00,16,4.493549577121524,15:01:00,2,1.0,0.7493753791797254,,mixed
2018-03-13,15:01:00,15:01:00,1,4.492501820572729,15:01:00,1,0.0,1.4305691215066478,,mixed
